"Periodo,""1.Dow Jones, EE.UU."",""2.Nasdaq, EE.UU."",""3.FTSE100, Reino Unido"",""4.Nikkei, Japón"",""5.CAC40, Francia"",""6.DAX, Alemania"",""7.KOSPI, Corea del Sur."",""8.CSI 300, China."",""9.FTSE Bursa Malaysia KLCI, Malasia."",""10.WIG, Polonia."",""11.MOEX Rusia, Rusia."",""12.Bangkok SET, Tailandia."",""13.TWSE, Taiwán, Provincia de China."",""14.BIST, Turquía."",""15.MERVAL, Argentina."",""16.IBOVESPA, Brasil."",""17.COLCAP, Colombia."",""18.S&P/BMV IPC , México."",""19.IGBVL, Perú."""
"21.Nov.2003,""9,628.53"",""1,893.88"",""4,319.00"",""9,852.83"",""3,366.12"",""3,642.25"",""770.78"",""1,115.47"",""784.47"",""19,144.28"",""455.32"",""613.43"",""5,830.06"","""",""945.02"",""19,248.40"",""241.15"",""8,335.12"",""2,116.22"""
"24.Nov.2003,""9,747.79"",""1,947.14"",""4,382.40"","""",""3,412.05"",""3,737.09"",""753.65"",""1,147.59"","""",""19,310.32"",""469.92"",""605.29"",""5,821.58"","""",""970.74"",""19,690.50"",""240.34"",""8,164.73"",""2,102.20"""
"25.Nov.2003,""9,763.94"",""1,943.04"",""4,388.70"",""9,960.20"",""3,418.15"",""3,733.16"",""768.11"",""1,151.54"","""",""18,962.63"",""480.71"",""605.03"",""5,861.18"","""",""985.50"",""19,809.90"",""239.31"",""8,288.81"",""2,125.46"""
"26.Nov.2003,""9,779.57"",""1,953.31"",""4,370.30"",""10,144.83"",""3,415.19"",""3,712.98"",""782.65"",""1,155.27"","""",""19,056.01"",""486.74"",""630.82"",""5,860.61"","""",""990.02"",""19,694.80"",""239.51"",""8,385.40"",""2,141.65"""
"27.Nov.2003,"""","""",""4,361.10"",""10,163.38"",""3,431.66"",""3,744.99"",""781.68"",""1,136.02"",""778.37"",""19,249.11"",""488.51"",""635.25"",""5,740.57"","""",""993.53"",""19,960.80"",""239.44"",""8,455.98"",""2,143.47"""
"28.Nov.2003,""9,782.46"",""1,960.26"",""4,342.60"",""10,100.57"",""3,424.79"",""3,745.95"",""796.18"",""1,142.97"",""779.28"",""19,231.52"",""484.73"",""646.03"",""5,771.77"","""",""996.56"",""20,184.00"",""239.12"",""8,554.48"",""2,151.18"""
"01.Dec.2003,""9,899.05"",""1,989.82"",""4,410.00"",""10,403.27"",""3,490.26"",""3,821.20"",""807.39"",""1,168.51"",""790.56"",""19,818.78"",""484.21"",""641.15"",""5,870.17"",""160.08"",""999.43"",""20,520.60"",""237.40"",""8,621.11"",""2,192.96"""
"02.Dec.2003,""9,853.64"",""1,980.07"",""4,378.90"",""10,410.15"",""3,471.86"",""3,809.26"",""807.78"",""1,168.40"",""797.80"",""19,850.94"",""493.98"",""646.64"",""5,911.45"",""162.42"",""1,022.40"",""20,458.50"",""238.46"",""8,635.44"",""2,215.25"""
"03.Dec.2003,""9,873.42"",""1,960.25"",""4,392.00"",""10,326.39"",""3,501.93"",""3,875.66"",""808.34"",""1,172.47"",""795.57"",""19,854.94"",""503.53"",""659.43"",""5,884.97"",""163.90"",""1,013.12"",""20,539.60"",""238.56"",""8,553.74"",""2,221.52"""
"04.Dec.2003,""9,930.82"",""1,968.80"",""4,378.20"",""10,429.99"",""3,496.55"",""3,874.78"",""805.13"",""1,178.65"",""790.13"",""19,626.04"",""495.53"",""659.29"",""5,920.46"",""162.72"",""1,010.68"",""20,414.20"",""237.70"",""8,528.81"",""2,236.89"""
"05.Dec.2003,""9,862.68"",""1,937.82"",""4,367.00"",""10,373.46"",""3,457.14"",""3,841.73"",""789.41"",""1,176.66"",""786.98"",""19,610.20"",""494.42"","""",""5,900.05"",""165.05"",""1,027.27"",""20,879.80"",""237.79"",""8,489.54"",""2,246.38"""
"08.Dec.2003,""9,965.27"",""1,948.85"",""4,359.80"",""10,045.34"",""3,434.91"",""3,806.54"",""784.80"",""1,164.43"",""784.03"",""20,066.46"",""494.69"",""664.36"",""5,847.15"",""169.13"","""",""20,888.90"","""",""8,509.38"","""""
"09.Dec.2003,""9,923.42"",""1,908.32"",""4,379.60"",""10,124.28"",""3,456.12"",""3,846.18"",""787.35"",""1,169.28"",""788.47"",""20,336.97"",""501.74"",""667.08"",""5,859.56"",""168.61"",""1,018.00"",""21,259.80"",""238.42"",""8,429.03"",""2,284.65"""
"10.Dec.2003,""9,921.86"",""1,904.65"",""4,335.40"",""9,910.56"",""3,438.85"",""3,820.92"",""794.64"",""1,184.68"",""794.51"",""20,297.58"",""501.74"","""",""5,803.42"",""166.15"",""984.66"",""20,972.60"",""239.08"",""8,342.11"",""2,253.56"""
"11.Dec.2003,""10,008.16"",""1,942.32"",""4,331.30"",""10,075.14"",""3,467.90"",""3,858.85"",""791.13"",""1,184.63"",""793.60"",""20,476.83"",""499.36"",""674.00"",""5,867.05"",""165.52"",""1,001.71"",""21,296.30"",""240.62"",""8,441.09"",""2,249.60"""
"12.Dec.2003,""10,042.16"",""1,949.00"",""4,347.60"",""10,169.66"",""3,470.60"",""3,860.13"",""806.08"",""1,183.11"",""791.94"",""20,725.98"","""",""674.45"",""5,858.32"",""169.55"",""994.98"",""20,973.90"",""240.22"","""",""2,251.32"""
"15.Dec.2003,""10,022.82"",""1,918.26"",""4,348.00"",""10,490.77"",""3,490.42"",""3,875.47"",""822.16"",""1,184.67"",""788.01"",""20,733.41"",""506.22"",""689.05"",""5,924.24"",""174.10"",""982.62"",""20,709.80"",""240.03"",""8,337.97"",""2,275.57"""
"16.Dec.2003,""10,129.56"",""1,924.29"",""4,333.00"",""10,271.60"",""3,486.60"",""3,865.98"",""810.79"",""1,178.35"",""782.08"",""20,693.37"",""497.54"",""691.88"",""5,887.23"",""172.09"",""990.90"",""20,759.60"",""240.80"",""8,348.34"",""2,281.10"""
"17.Dec.2003,""10,145.26"",""1,921.33"",""4,354.20"",""10,092.64"",""3,479.87"",""3,847.57"",""800.09"",""1,169.41"",""775.13"",""20,516.22"",""500.82"",""687.88"",""5,752.01"",""172.31"",""999.19"",""21,199.30"",""242.42"",""8,416.07"",""2,277.94"""
"18.Dec.2003,""10,248.08"",""1,956.18"",""4,397.30"",""10,104.00"",""3,503.21"",""3,870.88"",""807.50"",""1,173.40"",""766.59"",""20,637.72"",""509.94"",""700.93"",""5,768.76"",""177.42"",""1,019.32"",""21,489.30"",""243.40"",""8,519.70"",""2,318.91"""
"19.Dec.2003,""10,278.22"",""1,951.02"",""4,412.30"",""10,284.54"",""3,502.04"",""3,898.42"",""811.20"",""1,163.64"",""769.75"",""20,603.46"",""519.73"",""709.15"",""5,759.23"",""182.06"",""999.69"",""21,385.50"",""246.10"",""8,564.90"",""2,309.34"""
"22.Dec.2003,""10,338.00"",""1,955.80"",""4,424.00"",""10,372.51"",""3,496.06"",""3,876.94"",""804.54"",""1,195.44"",""775.30"",""20,635.98"",""521.95"",""718.33"",""5,835.11"",""183.88"",""1,028.44"",""21,630.20"",""251.86"",""8,564.90"",""2,307.06"""
"23.Dec.2003,""10,341.26"",""1,974.78"",""4,440.90"","""",""3,500.09"",""3,903.34"",""801.88"",""1,201.08"",""777.63"",""20,862.08"",""516.85"",""718.47"",""5,845.51"",""182.42"",""1,025.83"",""21,688.40"",""251.24"",""8,607.96"",""2,338.50"""
"24.Dec.2003,""10,305.19"",""1,969.23"",""4,444.70"",""10,371.27"",""3,510.30"","""",""792.55"",""1,212.33"",""777.37"","""",""511.65"",""723.39"",""5,857.87"",""182.40"",""1,036.36"","""",""251.78"",""8,636.05"","""""
"25.Dec.2003,"""","""","""",""10,365.35"","""","""","""",""1,209.06"","""","""",""513.56"",""721.65"",""5,853.70"",""176.44"","""","""","""","""","""""
"26.Dec.2003,""10,324.67"",""1,973.14"","""",""10,417.41"","""","""",""788.85"",""1,208.52"",""780.02"","""",""517.58"",""734.89"",""5,857.21"",""179.97"",""1,044.70"",""21,806.60"",""251.85"",""8,632.13"",""2,378.91"""
"29.Dec.2003,""10,450.00"",""2,006.48"",""4,457.50"",""10,500.62"",""3,520.79"",""3,952.72"",""792.44"",""1,199.25"",""787.80"",""20,855.13"",""518.81"",""746.81"",""5,804.89"",""179.74"",""1,077.98"",""22,045.50"",""251.72"",""8,729.53"",""2,452.08"""
"30.Dec.2003,""10,425.04"",""2,009.88"",""4,470.40"",""10,676.64"",""3,529.18"",""3,965.16"",""810.71"",""1,207.10"",""792.72"",""20,862.15"",""514.71"",""764.23"",""5,866.75"",""182.93"",""1,074.60"",""22,236.40"",""252.12"",""8,771.43"",""2,435.04"""
"31.Dec.2003,""10,453.92"",""2,003.37"",""4,476.90"","""",""3,557.90"","""","""",""1,194.74"",""793.94"",""20,820.07"","""",""772.15"",""5,890.69"",""186.25"",""1,071.95"","""","""",""8,795.28"","""""
"01.Jan.2004,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"02.Jan.2004,""10,409.85"",""2,006.68"",""4,510.20"","""",""3,596.80"",""4,018.50"",""821.26"",""1,204.61"",""788.49"",""21,299.37"","""","""",""6,041.56"",""191.48"",""1,101.51"",""22,444.70"",""252.33"",""8,818.19"",""2,493.81"""
"05.Jan.2004,""10,544.07"",""2,047.36"",""4,513.30"",""10,825.17"",""3,608.29"",""4,035.90"",""824.10"",""1,240.47"",""792.66"",""22,017.80"",""542.19"",""790.93"",""6,125.42"",""196.97"",""1,144.52"",""23,531.70"",""252.36"",""9,054.11"",""2,603.04"""
"06.Jan.2004,""10,538.66"",""2,057.37"",""4,505.20"",""10,813.99"",""3,595.82"",""4,035.44"",""823.43"",""1,251.14"",""787.29"",""21,953.58"",""543.94"",""769.68"",""6,144.01"",""190.14"",""1,158.75"",""23,576.40"",""256.05"",""9,038.46"",""2,663.97"""
"07.Jan.2004,""10,529.03"",""2,077.68"",""4,473.00"",""10,757.82"",""3,563.51"",""4,004.40"",""827.07"",""1,266.27"",""805.76"",""21,972.55"","""",""750.97"",""6,141.25"",""193.83"",""1,162.80"",""23,320.10"",""260.83"",""9,098.22"",""2,772.10"""
"08.Jan.2004,""10,592.44"",""2,100.25"",""4,494.20"",""10,837.65"",""3,592.73"",""4,045.43"",""824.15"",""1,284.34"",""813.20"",""21,958.30"",""533.57"",""773.55"",""6,169.17"",""194.05"",""1,157.62"",""23,716.80"",""264.86"",""9,169.81"",""2,862.64"""
"09.Jan.2004,""10,458.89"",""2,086.92"",""4,466.30"",""10,965.05"",""3,574.80"",""4,016.18"",""845.27"",""1,266.41"",""825.42"",""21,813.73"",""549.69"",""783.44"",""6,226.98"",""199.26"",""1,195.40"",""23,916.70"",""266.67"",""9,102.82"",""2,915.23"""
"12.Jan.2004,""10,485.18"",""2,111.78"",""4,449.60"","""",""3,560.10"",""3,995.91"",""850.79"",""1,294.68"",""823.68"",""22,276.67"",""536.85"",""794.01"",""6,219.71"",""195.59"",""1,175.33"",""24,237.00"","""",""9,129.05"",""2,919.87"""
"13.Jan.2004,""10,427.18"",""2,096.44"",""4,440.10"",""10,849.68"",""3,576.18"",""3,996.22"",""848.43"",""1,293.18"",""818.42"",""22,338.16"",""531.93"",""792.23"",""6,210.22"",""194.60"",""1,205.62"",""23,939.60"",""265.22"",""9,141.58"",""2,836.92"""
"14.Jan.2004,""10,538.37"",""2,111.13"",""4,461.40"",""10,863.00"",""3,612.55"",""4,055.21"",""849.62"",""1,277.96"",""815.98"",""22,012.32"",""542.41"",""790.84"",""6,274.97"",""188.19"",""1,202.25"",""23,398.60"",""262.61"",""9,171.66"",""2,734.73"""
"15.Jan.2004,""10,553.85"",""2,109.08"",""4,456.10"",""10,665.15"",""3,626.97"",""4,068.75"",""845.66"",""1,273.62"",""814.80"",""22,155.21"",""523.81"",""767.39"",""6,264.37"",""189.52"",""1,202.86"",""22,961.70"",""265.36"",""9,135.16"",""2,739.80"""
"16.Jan.2004,""10,600.51"",""2,140.46"",""4,487.90"",""10,857.20"",""3,671.80"",""4,111.64"",""847.95"",""1,284.30"",""817.27"",""22,010.20"",""532.49"",""778.44"",""6,269.71"",""183.01"",""1,208.18"",""23,154.60"",""266.58"",""9,193.81"",""2,788.39"""
"19.Jan.2004,"""","""",""4,518.10"",""11,036.33"",""3,689.97"",""4,139.92"",""856.80"","""",""818.91"",""22,144.00"",""539.17"",""774.67"","""",""177.89"",""1,246.51"",""23,385.20"",""269.67"",""9,242.57"",""2,822.98"""
"20.Jan.2004,""10,528.66"",""2,147.98"",""4,499.30"",""11,103.10"",""3,660.19"",""4,106.41"",""861.37"","""",""824.66"",""22,238.18"",""541.87"",""771.88"","""",""188.33"",""1,260.03"",""23,678.80"",""275.22"",""9,322.82"",""2,824.59"""
"21.Jan.2004,""10,623.62"",""2,142.45"",""4,511.20"",""11,002.39"",""3,676.38"",""4,138.04"","""","""","""",""22,137.20"",""546.98"",""766.72"","""",""189.00"",""1,225.03"",""23,301.80"",""279.33"",""9,427.80"",""2,795.19"""
"22.Jan.2004,""10,623.18"",""2,119.01"",""4,476.80"",""11,000.70"",""3,695.60"",""4,139.86"","""","""","""",""22,411.71"",""553.17"",""760.17"","""",""185.18"",""1,210.82"",""22,968.80"",""287.30"",""9,497.01"",""2,783.34"""
"23.Jan.2004,""10,568.29"",""2,123.87"",""4,460.80"",""11,069.01"",""3,693.36"",""4,151.83"","""","""","""",""22,490.12"",""563.62"",""754.44"","""","""",""1,163.60"",""23,471.00"",""282.27"",""9,480.24"",""2,800.64"""
"26.Jan.2004,""10,702.51"",""2,153.83"",""4,445.50"",""10,972.60"",""3,675.72"",""4,128.68"",""869.04"","""",""827.87"",""22,518.16"",""556.89"",""725.56"","""",""183.57"",""1,198.28"",""24,349.80"",""283.15"",""9,563.91"",""2,779.08"""
"27.Jan.2004,""10,609.92"",""2,116.04"",""4,447.00"",""10,928.03"",""3,697.42"",""4,134.42"",""863.03"","""",""823.27"",""22,469.07"",""561.00"",""739.47"",""6,384.63"",""179.00"",""1,203.19"",""24,226.00"",""289.57"",""9,612.14"",""2,767.09"""
"28.Jan.2004,""10,468.37"",""2,077.37"",""4,468.10"",""10,852.47"",""3,706.79"",""4,150.24"",""859.59"","""",""819.85"",""21,829.92"",""556.33"",""722.14"",""6,386.25"",""179.02"",""1,181.51"",""23,851.60"",""291.95"",""9,551.13"",""2,782.74"""
"29.Jan.2004,""10,510.29"",""2,068.23"",""4,411.50"",""10,779.44"",""3,662.30"",""4,095.71"",""853.47"",""1,311.95"",""817.11"",""21,751.41"",""562.15"",""714.04"",""6,312.65"",""172.82"",""1,144.67"",""22,386.20"",""295.63"",""9,444.23"",""2,720.81"""
"30.Jan.2004,""10,488.07"",""2,066.15"",""4,390.70"",""10,783.61"",""3,638.44"",""4,058.60"",""848.50"",""1,281.33"",""818.94"",""21,947.21"",""551.72"",""698.90"",""6,375.38"",""172.59"",""1,140.81"",""21,851.40"",""297.02"",""9,428.77"",""2,730.00"""
"02.Feb.2004,""10,499.18"",""2,063.15"",""4,381.40"",""10,776.73"",""3,665.02"",""4,071.60"",""854.89"",""1,307.27"","""",""22,227.67"",""542.56"",""667.33"",""6,319.96"","""",""1,129.86"",""21,786.90"",""291.61"",""9,633.86"",""2,699.34"""
"03.Feb.2004,""10,505.18"",""2,066.21"",""4,390.60"",""10,641.92"",""3,638.21"",""4,057.51"",""839.87"",""1,321.00"","""",""22,063.42"",""551.02"",""699.75"",""6,252.23"","""",""1,157.08"",""22,281.00"",""296.30"",""9,702.85"",""2,727.60"""
"04.Feb.2004,""10,470.74"",""2,014.14"",""4,398.50"",""10,447.25"",""3,607.57"",""4,028.37"",""835.50"",""1,348.86"",""804.83"",""22,160.85"",""557.56"",""718.06"",""6,241.39"","""",""1,134.34"",""21,684.50"",""298.94"",""9,674.18"",""2,706.84"""
"05.Feb.2004,""10,495.55"",""2,019.56"",""4,384.40"",""10,464.60"",""3,610.31"",""4,014.79"",""840.92"",""1,353.85"",""807.57"",""22,244.16"",""547.79"",""734.55"",""6,268.14"",""170.34"",""1,083.50"",""21,091.70"",""302.01"","""",""2,701.62"""
"06.Feb.2004,""10,593.03"",""2,064.01"",""4,402.70"",""10,460.92"",""3,624.72"",""4,044.99"",""850.23"",""1,347.22"",""815.42"",""22,512.88"",""549.09"",""711.15"",""6,353.35"",""169.66"",""1,053.26"",""21,968.80"",""306.60"",""9,810.77"",""2,716.22"""
"09.Feb.2004,""10,579.03"",""2,060.57"",""4,434.40"",""10,402.61"",""3,663.73"",""4,098.97"",""864.77"",""1,368.84"",""817.79"",""23,085.10"",""552.83"",""732.05"",""6,463.09"",""176.41"",""1,092.96"",""21,961.60"",""317.20"",""9,882.35"",""2,748.66"""
"10.Feb.2004,""10,613.85"",""2,075.33"",""4,404.90"",""10,365.40"",""3,668.45"",""4,110.80"",""866.80"",""1,363.06"",""812.06"",""23,352.78"",""550.29"",""739.64"",""6,488.34"",""174.19"",""1,006.79"",""22,171.50"",""315.52"",""9,804.94"",""2,758.47"""
"11.Feb.2004,""10,737.70"",""2,089.66"",""4,396.00"","""",""3,677.85"",""4,122.16"",""876.34"",""1,354.75"",""818.22"",""23,259.48"",""552.02"",""753.24"",""6,454.39"",""180.00"",""1,029.93"",""23,197.10"",""316.09"",""9,875.32"",""2,784.99"""
"12.Feb.2004,""10,694.07"",""2,073.61"",""4,377.70"",""10,459.26"",""3,681.56"",""4,121.65"",""877.95"",""1,345.66"",""825.65"",""23,400.42"",""566.72"",""748.16"",""6,436.95"",""188.86"",""1,071.27"",""23,063.40"",""312.72"",""9,960.05"",""2,791.23"""
"13.Feb.2004,""10,627.85"",""2,053.56"",""4,412.00"",""10,557.69"",""3,649.34"",""4,057.05"",""882.18"",""1,342.34"",""825.91"",""23,293.96"",""569.07"",""755.18"",""6,549.18"",""190.00"",""1,089.99"",""22,529.80"",""315.72"",""9,982.87"",""2,770.86"""
"16.Feb.2004,"""","""",""4,408.10"",""10,548.72"",""3,678.07"",""4,070.46"",""881.28"",""1,373.30"",""828.17"",""23,448.51"",""570.77"",""738.92"",""6,565.37"",""193.24"",""1,119.74"",""22,188.90"",""318.58"",""10,004.69"",""2,761.99"""
"17.Feb.2004,""10,714.88"",""2,080.35"",""4,461.50"",""10,701.13"",""3,703.82"",""4,095.86"",""884.80"",""1,380.37"",""845.80"",""23,493.64"",""572.98"",""748.83"",""6,600.47"",""190.10"",""1,109.37"",""22,426.30"",""322.59"",""10,100.05"",""2,769.27"""
"18.Feb.2004,""10,671.99"",""2,076.47"",""4,442.90"",""10,676.81"",""3,709.02"",""4,095.34"",""877.10"",""1,391.36"",""857.15"",""23,477.31"",""575.76"",""742.33"",""6,605.85"",""194.79"",""1,127.73"",""22,000.10"",""329.32"",""10,125.04"",""2,738.10"""
"19.Feb.2004,""10,664.73"",""2,045.96"",""4,515.60"",""10,753.80"",""3,759.32"",""4,141.53"",""881.65"",""1,385.98"",""858.66"",""23,187.76"",""570.86"",""732.97"",""6,681.52"",""186.06"",""1,122.78"",""20,951.00"",""336.31"",""10,072.23"",""2,737.75"""
"20.Feb.2004,""10,619.03"",""2,037.93"",""4,515.00"",""10,720.69"",""3,733.28"",""4,073.35"",""877.49"",""1,391.10"",""861.72"",""23,333.88"",""576.44"",""728.64"",""6,665.54"",""186.04"",""1,145.94"",""21,336.90"",""346.28"",""9,888.73"",""2,721.44"""
"23.Feb.2004,""10,609.62"",""2,007.52"",""4,524.30"",""10,868.96"",""3,731.15"",""4,068.71"",""877.52"",""1,359.24"","""",""23,133.04"","""",""724.86"",""6,665.89"",""182.84"",""1,199.44"","""",""352.82"",""9,764.39"",""2,711.06"""
"24.Feb.2004,""10,566.37"",""2,005.44"",""4,496.80"",""10,644.13"",""3,683.44"",""3,991.42"",""864.59"",""1,356.31"",""874.82"",""22,586.84"",""574.01"",""720.28"",""6,589.23"",""184.98"",""1,203.58"","""",""336.78"",""9,855.03"",""2,731.31"""
"25.Feb.2004,""10,601.62"",""2,022.98"",""4,507.50"",""10,658.73"",""3,702.63"",""3,995.34"",""866.87"",""1,329.44"",""872.03"",""22,653.53"",""578.29"",""704.65"",""6,644.28"",""187.07"",""1,178.43"",""21,609.20"",""334.53"",""9,926.67"",""2,720.84"""
"26.Feb.2004,""10,580.14"",""2,032.57"",""4,515.90"",""10,815.29"",""3,714.49"",""4,007.81"",""864.86"",""1,335.86"",""885.34"",""22,759.79"",""582.38"",""697.92"",""6,693.25"",""187.72"",""1,192.56"",""21,449.60"",""326.43"",""10,003.57"",""2,741.38"""
"27.Feb.2004,""10,583.92"",""2,029.82"",""4,492.20"",""11,041.92"",""3,725.44"",""4,018.16"",""883.42"",""1,351.61"",""879.24"",""23,317.86"",""591.09"",""716.30"",""6,750.54"",""188.89"",""1,183.14"",""21,755.00"",""330.13"",""9,991.80"",""2,748.11"""
"01.Mar.2004,""10,678.14"",""2,057.80"",""4,537.00"",""11,271.12"",""3,748.87"",""4,054.43"","""",""1,366.91"",""882.07"",""23,844.00"",""606.71"",""705.25"",""6,888.43"",""187.86"",""1,210.54"",""22,498.60"",""328.13"",""10,157.13"",""2,782.49"""
"02.Mar.2004,""10,591.48"",""2,039.65"",""4,540.10"",""11,361.51"",""3,785.36"",""4,100.34"",""899.21"",""1,363.19"",""894.45"",""23,811.24"",""600.29"",""701.75"",""6,975.26"",""193.57"",""1,214.07"",""22,442.40"",""323.02"",""10,106.44"",""2,794.61"""
"03.Mar.2004,""10,593.11"",""2,033.36"",""4,525.10"",""11,351.92"",""3,758.51"",""4,071.70"",""895.81"",""1,341.22"",""877.20"",""23,718.78"",""591.90"",""696.24"",""6,932.17"",""191.72"",""1,203.43"",""22,550.50"",""316.30"",""10,053.18"",""2,754.83"""
"04.Mar.2004,""10,588.00"",""2,055.11"",""4,559.10"",""11,401.79"",""3,776.94"",""4,133.78"",""907.43"",""1,349.85"",""882.33"",""23,677.32"",""592.34"",""700.59"",""7,034.10"",""190.15"",""1,189.85"",""22,393.00"",""319.28"",""10,196.17"",""2,755.59"""
"05.Mar.2004,""10,595.55"",""2,047.63"",""4,547.10"",""11,537.29"",""3,761.11"",""4,126.14"",""905.38"",""1,341.76"",""886.15"",""23,858.06"",""598.18"","""",""6,943.68"",""191.66"",""1,157.56"",""22,872.90"",""327.46"",""10,195.03"",""2,770.10"""
"08.Mar.2004,""10,529.48"",""2,008.78"",""4,553.80"",""11,502.86"",""3,781.38"",""4,145.99"",""900.10"",""1,317.30"",""880.85"",""24,243.21"","""",""704.46"",""6,901.48"",""194.95"",""1,149.86"",""22,993.30"",""326.86"",""10,095.87"",""2,775.08"""
"09.Mar.2004,""10,456.96"",""1,995.16"",""4,542.00"",""11,532.04"",""3,737.03"",""4,087.55"",""891.58"",""1,314.17"",""882.96"",""23,832.67"",""605.84"",""710.66"",""6,973.90"",""194.88"",""1,217.65"",""22,673.80"",""328.64"",""10,079.20"",""2,767.02"""
"10.Mar.2004,""10,296.89"",""1,964.15"",""4,545.30"",""11,433.24"",""3,758.09"",""4,044.70"",""876.02"",""1,344.99"",""875.83"",""23,910.67"",""594.13"",""705.29"",""6,874.91"",""197.99"",""1,239.67"",""21,670.30"",""331.48"",""9,978.71"",""2,782.29"""
"11.Mar.2004,""10,128.38"",""1,943.89"",""4,445.20"",""11,297.04"",""3,646.43"",""3,904.95"",""869.93"",""1,357.84"",""879.50"",""23,503.91"",""582.48"",""707.74"",""6,879.11"",""193.81"",""1,236.61"",""20,763.10"",""332.93"",""9,725.83"",""2,800.35"""
"12.Mar.2004,""10,240.08"",""1,984.73"",""4,467.40"",""11,162.75"",""3,661.78"",""3,915.38"",""848.80"",""1,358.51"",""884.55"",""23,677.41"",""586.86"",""695.08"",""6,800.24"",""193.64"",""1,258.71"",""21,775.80"",""333.94"",""9,837.33"",""2,829.66"""
"15.Mar.2004,""10,102.89"",""1,939.20"",""4,412.90"",""11,317.90"",""3,573.84"",""3,810.76"",""852.26"",""1,389.68"",""890.29"",""23,275.18"",""583.54"",""678.42"",""6,635.98"",""195.27"",""1,235.01"",""21,233.70"",""336.92"",""9,791.35"",""2,838.35"""
"16.Mar.2004,""10,184.67"",""1,943.09"",""4,428.90"",""11,242.29"",""3,588.04"",""3,822.37"",""850.13"",""1,395.37"",""885.70"",""23,509.11"",""593.73"",""669.80"",""6,589.72"",""193.22"",""1,240.23"",""21,612.90"",""336.39"",""9,877.29"",""2,876.67"""
"17.Mar.2004,""10,300.30"",""1,976.76"",""4,456.80"",""11,436.86"",""3,656.04"",""3,896.79"",""872.38"",""1,398.02"",""890.14"",""23,668.68"",""609.02"",""674.41"",""6,577.98"",""192.95"",""1,254.50"",""21,901.00"",""335.19"",""9,959.41"",""2,896.36"""
"18.Mar.2004,""10,295.78"",""1,962.44"",""4,397.90"",""11,484.28"",""3,589.98"",""3,827.43"",""872.82"",""1,372.16"",""901.47"",""23,309.50"",""617.29"",""687.19"",""6,787.03"",""196.11"",""1,255.08"",""22,369.90"",""338.46"",""9,952.01"",""2,910.07"""
"19.Mar.2004,""10,186.60"",""1,940.47"",""4,417.70"",""11,418.51"",""3,613.28"",""3,819.15"",""883.33"",""1,393.57"",""904.45"",""23,089.18"",""630.95"",""681.27"",""6,815.09"",""200.24"",""1,275.20"",""22,260.60"",""340.01"",""10,039.68"",""2,926.41"""
"22.Mar.2004,""10,064.75"",""1,909.90"",""4,333.80"",""11,318.51"",""3,539.22"",""3,729.23"",""863.69"",""1,399.55"",""908.96"",""23,027.54"",""620.14"",""681.34"",""6,359.92"",""201.67"",""1,258.96"",""21,663.10"","""",""9,928.32"",""2,920.52"""
"23.Mar.2004,""10,063.64"",""1,901.80"",""4,318.50"",""11,281.09"",""3,539.91"",""3,728.82"",""866.17"",""1,389.52"",""897.87"",""23,355.72"",""624.26"",""679.22"",""6,172.89"",""201.86"",""1,257.07"",""21,204.90"",""341.74"",""10,053.89"",""2,909.18"""
"24.Mar.2004,""10,048.23"",""1,909.48"",""4,309.40"",""11,364.99"",""3,518.45"",""3,726.07"",""861.72"",""1,385.37"",""895.31"",""23,353.94"",""617.19"",""677.61"",""6,213.56"",""203.48"",""1,239.81"",""20,984.70"",""341.79"",""10,161.65"",""2,920.85"""
"25.Mar.2004,""10,218.82"",""1,967.17"",""4,373.60"",""11,530.91"",""3,570.40"",""3,811.92"",""853.38"",""1,385.86"",""890.14"",""23,642.82"",""618.01"",""664.66"",""6,156.73"",""204.73"",""1,242.86"",""21,000.40"",""343.38"",""10,344.79"",""2,931.52"""
